ULAS,imag,e_imag,zmag,e_zmag,Ymag,e_Ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,PhType,chi2,SpType,Ref,Simbad,_RA,_DE
J095941.40+114145.7,21.02,0.1,18.87,0.05,17.97,0.03,16.63,0.01,15.84,0.01,15.25,0.01,14.7,0.03,14.36,0.05,L3.5   ,4.09,       ,  ,Simbad,149.9225,11.69603
J100051.61-004204.7,21.25,0.1,19.18,0.08,18.43,0.04,17.35,0.03,16.73,0.03,16.16,0.04,15.8,0.05,15.35,0.1,L0.5   ,5.32,       ,  ,Simbad,150.21504,-0.70131
J100114.87+045236.0,20.86,0.07,18.93,0.05,17.99,0.02,16.99,0.02,16.39,0.02,15.83,0.02,15.58,0.05,15.46,0.13,L0     ,3.79,       ,  ,Simbad,150.31196,4.87667
J100243.66+081703.9,20.94,0.09,18.7,0.06,17.98,0.03,16.97,0.02,16.41,0.02,15.84,0.02,15.55,0.05,15.23,0.1,L0     ,7.85,       ,  ,Simbad,150.68192,8.28442
J100401.36+005354.9,22.04,0.26,19.3,0.11,18.51,0.04,17.35,0.02,16.81,0.03,16.23,0.04,15.97,0.06,15.86,0.16,L0     ,10.87,L2     ,11,Simbad,151.00567,0.89858
J100425.76+042806.7,21.7,0.13,19.43,0.09,18.71,0.04,17.4,0.02,16.47,0.02,15.72,0.02,15.27,0.04,14.92,0.08,L4     ,7.19,       ,  ,Simbad,151.10733,4.46853
J100540.26+103853.7,21.79,0.19,19.46,0.13,18.45,0.04,17.1,0.02,16.33,0.02,15.67,0.02,15.12,0.04,14.95,0.08,L3.5   ,6.32,       ,  ,Simbad,151.41775,10.64825
J100545.26+060116.7,20.79,0.08,18.81,0.05,17.95,0.02,16.91,0.02,16.25,0.01,15.72,0.02,15.41,0.04,15.14,0.09,L0     ,0.51,L1:    ,6,Simbad,151.43858,6.02131
J100559.83+035841.1,19.95,0.03,17.95,0.03,16.99,0.01,15.86,0.01,15.19,0.01,14.62,0.01,14.32,0.03,14.15,0.05,L1     ,5.3,L0     ,4,Simbad,151.49929,3.97808
J100609.63+124235.9,21,0.07,18.88,0.05,18.04,0.03,17.02,0.02,16.42,0.02,15.93,0.02,15.58,0.05,15.02,0.09,L0     ,10.62,       ,  ,Simbad,151.54012,12.70997
J100638.55+115650.9,21.79,0.13,19.64,0.09,18.84,0.07,17.45,0.03,16.67,0.02,15.93,0.03,15.51,0.05,15.24,0.1,L3.5   ,3.72,       ,  ,Simbad,151.66062,11.94747
J100801.11+032509.7,20.13,0.04,18.01,0.03,17.11,0.02,15.95,0.01,15.21,0.01,14.61,0.01,14.32,0.03,14.13,0.05,L1.5   ,7.23,L0.5:  ,6,Simbad,152.00462,3.41936
J100850.98-003510.2,20.54,0.06,18.37,0.04,17.56,0.02,16.49,0.01,15.88,0.01,15.32,0.01,14.86,0.05,14.6,0.07,L0.5   ,7.49,M7.5:  ,6,Simbad,152.21242,-0.58617
J100931.50+091448.1,21.61,0.18,19.53,0.11,18.59,0.05,17.47,0.03,16.79,0.02,16.2,0.03,15.86,0.06,15.71,0.14,L1     ,1.4,       ,  ,Simbad,152.38125,9.24669
J100934.64+065212.6,21.09,0.09,19.08,0.06,18.04,0.04,16.94,0.03,16.34,0.02,15.75,0.02,15.45,0.04,15.22,0.1,L1     ,4.94,       ,  ,Simbad,152.39433,6.87017
J100946.52+025118.2,21.54,0.16,19.36,0.1,18.46,0.04,17.1,0.02,16.23,0.02,15.43,0.02,14.98,0.04,14.61,0.06,L4.5   ,5.15,       ,  ,Simbad,152.44383,2.85506
J101031.04+072851.7,20.42,0.05,18.49,0.04,17.45,0.02,16.27,0.01,15.49,0.01,14.9,0.01,14.6,0.03,14.42,0.06,L2     ,11.65,L1.5:  ,6,Simbad,152.62933,7.48103
J101056.89+032351.8,21.22,0.11,19.22,0.07,18.55,0.05,17.44,0.02,16.84,0.03,16.26,0.03,16.02,0.06,15.71,0.15,L0     ,4.82,       ,  ,Simbad,152.73704,3.39772
J101217.41+040506.1,20.69,0.05,18.68,0.05,17.83,0.02,16.82,0.01,16.09,0.02,15.47,0.02,15.11,0.04,14.78,0.07,L1     ,5.9,L0.5:  ,6,Simbad,153.07254,4.08503
J101243.53+102101.7,25.08,0.53,19.97,0.21,18.02,0.02,16.88,0.01,17.24,0.05,17.45,0.08,16.32,0.07,14.18,0.05,T7.5p  ,20.33,T5.5   ,7,Simbad,153.18137,10.35047
J101247.19+054344.8,20.89,0.06,18.97,0.05,18.16,0.02,16.96,0.01,16.19,0.02,15.49,0.02,15.22,0.04,15.05,0.08,L2     ,11.73,       ,  ,Simbad,153.19662,5.72911
J101304.36+071050.6,20.15,0.04,18.08,0.03,17.28,0.02,16.23,0.01,15.62,0.01,15.06,0.01,14.83,0.03,14.59,0.06,L0     ,2.96,L0     ,7,Simbad,153.26817,7.18072
J101348.12+050642.0,21.69,0.14,19.67,0.12,18.77,0.04,17.48,0.03,16.83,0.04,16.35,0.03,16.08,0.07,15.74,0.15,L1     ,8.23,       ,  ,Simbad,153.4505,5.11167
J101359.87+020531.5,21.39,0.13,19.68,0.13,18.38,0.04,17.2,0.02,16.27,0.02,15.5,0.02,14.93,0.04,14.51,0.07,L4.5   ,11.59,       ,  ,Simbad,153.49946,2.09208
J101452.88+033439.2,20.48,0.05,18.38,0.04,17.56,0.02,16.57,0.01,15.92,0.02,15.36,0.01,15.15,0.04,14.88,0.09,L0     ,3.04,M8     ,4,Simbad,153.72033,3.57756
J101517.62+075212.0,19.6,0.03,17.48,0.03,16.64,0.01,15.62,0.01,14.96,0.01,14.38,0.01,14.03,0.03,13.71,0.04,L0.5   ,4.94,L0     ,3,Simbad,153.82342,7.87
J101612.28+010448.9,21.41,0.13,19.09,0.07,18.25,0.04,17.05,0.02,16.41,0.02,15.86,0.02,15.45,0.05,15.16,0.14,L1.5   ,5.56,       ,  ,Simbad,154.05117,1.08025
J101618.78+000028.1,     ,     ,19.99,0.26,18.67,0.06,17.44,0.02,16.55,0.02,15.76,0.02,15.14,0.04,14.73,0.09,L5     ,3.18,       ,  ,Simbad,154.07825,0.00781
J101619.49+073039.2,21.41,0.11,19.47,0.09,18.58,0.04,17.29,0.01,16.5,0.02,15.85,0.02,15.38,0.04,15.13,0.1,L3     ,2.45,       ,  ,Simbad,154.08121,7.51089
J101707.58+130838.5,18.18,0.02,16.21,0.02,15.27,0.01,14.05,0.01,13.33,0.01,12.69,0.01,12.31,0.02,12.06,0.02,L2     ,2.43,L2     ,7,Simbad,154.28158,13.14403
J101910.12+021536.8,21.23,0.11,19.24,0.1,18.48,0.04,17.34,0.03,16.72,0.04,16.11,0.03,15.84,0.06,15.36,0.17,L0.5   ,2.94,       ,  ,Simbad,154.79217,2.26022
J101939.24-014810.2,19.28,0.03,17.33,0.02,16.48,0.01,15.52,0.01,14.86,0.01,14.33,0.01,14.04,0.03,13.76,0.04,L0     ,5.25,       ,  ,Simbad,154.9135,-1.80283
J101950.96+044941.0,21.55,0.13,19.06,0.07,18.06,0.02,16.82,0.01,16.24,0.02,15.63,0.02,15.11,0.04,14.89,0.1,L2p    ,21.42,       ,  ,Simbad,154.96233,4.82806
J102109.61-030420.2,23.21,0.56,18.76,0.05,17.04,0.01,15.92,0.01,15.58,0.01,15.37,0.02,14.74,0.03,13.81,0.04,T2.5   ,16.18,T1+T4  ,8,Simbad,155.29004,-3.07228
J102204.78+020043.9,18.01,0.02,15.99,0.02,15.07,0.01,14.05,0.01,13.44,0.01,12.9,0.01,12.63,0.02,12.34,0.03,L0     ,1.27,L0     ,7,Simbad,155.51992,2.01219
J102240.55+012745.9,20.98,0.09,18.83,0.07,17.93,0.02,16.86,0.01,16.28,0.03,15.75,0.02,15.5,0.04,15.36,0.11,L0     ,6.41,       ,  ,Simbad,155.66896,1.46275
J102632.66+102358.9,20.66,0.07,18.57,0.05,17.82,0.02,16.79,0.01,16.19,0.01,15.68,0.02,15.37,0.04,14.87,0.08,L0     ,8.95,       ,  ,Simbad,156.63608,10.39969
J102824.31+084733.6,20.74,0.08,18.89,0.07,18.05,0.02,17.03,0.02,16.3,0.02,15.72,0.03,15.42,0.05,15.14,0.13,L0.5   ,5.87,       ,  ,Simbad,157.10129,8.79267
J102840.71+085830.3,21.34,0.1,19.22,0.08,18.36,0.03,17.32,0.02,16.7,0.02,16.23,0.03,15.97,0.06,16.18,0.35,L0     ,5.73,       ,  ,Simbad,157.16962,8.97508
J102935.20+062028.5,22.08,0.17,18.88,0.05,17.88,0.02,16.71,0.01,15.87,0.01,15.16,0.01,14.37,0.03,13.86,0.05,L9     ,9.8,L9     ,28,Simbad,157.39667,6.34125
J102940.52+093514.6,     ,     ,     ,     ,18.28,0.03,17.28,0.02,17.7,0.05,17.69,0.08,16.78,0.12,14.38,0.07,T7.5:  ,8.78,T8     ,20,Simbad,157.41883,9.58739
J103026.83+021306.8,21.89,0.23,19.62,0.13,18.35,0.04,17.14,0.02,16.36,0.03,15.77,0.02,14.98,0.04,14.52,0.06,L4.5p  ,22.2,L9.5   ,11,Simbad,157.61179,2.21856
J103104.36-021418.3,21.47,0.12,19.29,0.08,18.4,0.05,17.25,0.03,16.59,0.03,16.01,0.03,15.69,0.05,15.46,0.11,L1     ,2.42,       ,  ,Simbad,157.76817,-2.23842
J103131.49+123736.4,21.06,0.08,19,0.06,18.17,0.02,16.88,0.02,16.03,0.02,15.32,0.02,14.95,0.04,14.58,0.08,L3     ,6.16,       ,  ,Simbad,157.88121,12.62678
J103146.07-004547.9,21.06,0.1,18.99,0.08,18.52,0.04,17.38,0.03,16.72,0.03,16.24,0.03,15.79,0.05,15.36,0.11,L0p    ,22.03,       ,  ,Simbad,157.94196,-0.76331
J103225.47+043028.6,21.68,0.14,19.36,0.1,18.71,0.05,17.45,0.03,16.59,0.04,16.01,0.04,15.63,0.05,15.24,0.1,L2.5   ,6.51,       ,  ,Simbad,158.10612,4.50794
J103238.34+051323.1,20.78,0.06,18.76,0.04,17.79,0.02,16.62,0.01,15.95,0.02,15.35,0.01,14.92,0.04,14.5,0.07,L2     ,4.23,       ,  ,Simbad,158.15975,5.22308
J103254.74+064705.7,19.7,0.06,17.74,0.03,16.84,0.01,15.68,0.01,14.92,0.01,14.32,0.01,14.01,0.03,13.87,0.04,L1.5   ,7.23,       ,  ,Simbad,158.22808,6.78492
J103309.23+121625.2,19.05,0.03,17.11,0.03,16.09,0.01,15.09,0.01,14.44,0.01,13.89,0.01,13.64,0.03,13.28,0.04,L0.5   ,5.46,L0     ,3,Simbad,158.28846,12.27367
J103349.50+010232.5,21.24,0.13,19.22,0.11,18.44,0.03,17.43,0.02,16.85,0.03,16.28,0.03,15.92,0.05,15.86,0.16,L0     ,3.93,       ,  ,Simbad,158.45625,1.04236
J103405.84+035014.6,18.49,0.02,16.5,0.02,15.64,0.01,14.67,0.01,14.04,0.01,13.45,0.01,13.22,0.02,12.96,0.03,L0     ,4.39,L0     ,7,Simbad,158.52433,3.83739
J103436.11+015857.7,21.24,0.12,19.7,0.15,18.7,0.05,17.47,0.02,16.79,0.04,16.25,0.04,15.54,0.05,15.02,0.09,L2.5p  ,33.01,       ,  ,Simbad,158.65046,1.98269
J103442.83-022439.7,20.57,0.05,18.61,0.05,17.75,0.03,16.75,0.02,16.16,0.02,15.67,0.02,15.2,0.04,14.97,0.08,L0     ,7.98,       ,  ,Simbad,158.67846,-2.41103
J103451.12+125840.4,20.15,0.05,18.12,0.04,17.28,0.01,16.14,0.01,15.42,0.01,14.84,0.01,14.55,0.03,14.31,0.07,L1     ,2.09,L0     ,7,Simbad,158.713,12.97789
J103501.20+061920.4,20.95,0.07,19.06,0.06,18.04,0.02,16.91,0.01,16.22,0.02,15.61,0.02,15.33,0.04,15.12,0.09,L1.5   ,4.93,       ,  ,Simbad,158.755,6.32233
J103508.48+032639.8,19.41,0.02,17.39,0.02,16.38,0.01,15.49,0.01,14.85,0.01,14.32,0.01,14.09,0.03,13.78,0.04,L0     ,9.7,       ,  ,Simbad,158.78533,3.44439
J103512.18+033830.4,20.83,0.06,18.77,0.04,17.77,0.03,16.89,0.02,16.2,0.03,15.73,0.03,15.5,0.05,15.26,0.1,L0     ,11.02,       ,  ,Simbad,158.80075,3.64178
J103557.39+114941.9,20.1,0.05,18.04,0.03,17.11,0.01,16.1,0.01,15.44,0.01,14.87,0.01,14.62,0.03,14.32,0.07,L0.5   ,2.28,       ,  ,Simbad,158.98912,11.82831
J103602.83+030615.8,20.27,0.06,18.17,0.04,17.28,0.01,16.07,0.01,15.45,0.01,14.81,0.01,14.4,0.03,14.04,0.04,L2     ,4.04,       ,  ,Simbad,159.01179,3.10439
J103637.89+033544.2,20.55,0.04,18.66,0.04,17.66,0.03,16.63,0.02,16.08,0.02,15.57,0.02,15.37,0.04,15.07,0.09,L0     ,10.77,       ,  ,Simbad,159.15787,3.59561
J104029.36+043131.9,21.82,0.14,19.37,0.07,18.39,0.03,17.19,0.02,16.34,0.03,15.72,0.03,15.01,0.04,14.75,0.07,L4     ,7.73,       ,  ,Simbad,160.12233,4.52553
J104123.55+041715.2,21.26,0.11,19.26,0.08,18.35,0.04,17.42,0.03,16.81,0.04,16.29,0.05,15.81,0.05,15.37,0.11,L0     ,11.6,       ,  ,Simbad,160.34812,4.28756
J104130.20+085928.4,20.73,0.06,18.92,0.06,18.18,0.03,17.07,0.02,16.45,0.03,15.9,0.02,15.65,0.05,14.99,0.08,L0p    ,23.66,       ,  ,Simbad,160.37583,8.99122
J104242.65+101031.1,21.24,0.11,19.54,0.13,18.34,0.03,17.23,0.02,16.53,0.03,16.01,0.03,15.84,0.06,15.31,0.11,L1     ,10.62,       ,  ,Simbad,160.67771,10.17531
J104310.34-003707.3,21.47,0.12,19.56,0.1,18.65,0.03,17.43,0.02,16.63,0.03,16.04,0.03,15.78,0.05,15.66,0.13,L2     ,8.38,       ,  ,Simbad,160.79308,-0.61869
J104319.40+071232.4,20.17,0.04,18.06,0.04,17.24,0.01,16.29,0.01,15.68,0.02,15.12,0.02,14.74,0.03,14.46,0.06,L0     ,6.41,L0     ,7,Simbad,160.83083,7.209
J104322.60+041132.9,22.27,0.3,19.61,0.1,18.79,0.06,17.41,0.03,16.65,0.03,16.07,0.03,15.49,0.04,15.13,0.09,L3.5   ,7.88,       ,  ,Simbad,160.84417,4.19247
J104324.98+000146.8,20.11,0.04,17.97,0.04,17.05,0.01,15.82,0.01,15.19,0.01,14.55,0.01,14.14,0.03,13.8,0.04,L2     ,5.2,L3     ,15,Simbad,160.85408,0.02967
J104335.09+121312.3,21.6,0.18,18.32,0.04,17.05,0.01,15.86,0.01,14.91,0.01,14.21,0.01,13.47,0.03,12.89,0.03,L9     ,9.4,L7     ,23,Simbad,160.89621,12.22008
J104409.41+042938.4,21.31,0.08,18.24,0.03,17.14,0.01,15.94,0.01,15,0.01,14.32,0.01,13.6,0.03,13.12,0.03,L8.5   ,4.26,L7     ,11,Simbad,161.03921,4.494
J104506.82+025926.2,21.29,0.14,19.26,0.09,18.48,0.04,17.45,0.04,16.89,0.05,16.35,0.04,15.98,0.06,15.77,0.15,L0     ,3.3,       ,  ,Simbad,161.27842,2.99061
J104519.78-014449.5,20.42,0.08,18.42,0.05,17.43,0.02,16.47,0.01,15.9,0.02,15.35,0.02,14.74,0.03,14.45,0.06,L1p    ,29.76,       ,  ,Simbad,161.33242,-1.74708
J104523.67-014957.7,17.18,0.02,15.23,0.02,14.23,0.01,13.08,0.01,12.4,0.01,11.78,0.01,11.46,0.02,11.24,0.02,L1.5   ,4.83,L1     ,1,Simbad,161.34862,-1.83269
J104625.80+042440.2,22.03,0.15,19.2,0.07,18.18,0.03,16.98,0.02,16.07,0.01,15.36,0.01,14.66,0.03,14.34,0.05,L5     ,11.72,L6     ,11,Simbad,161.6075,4.41117
J104706.69+030702.4,21.35,0.15,19.22,0.1,18.35,0.03,17.23,0.02,16.56,0.03,15.98,0.02,15.82,0.06,15.51,0.12,L0.5   ,4.46,       ,  ,Simbad,161.77787,3.11733
J104814.77+135832.7,21.61,0.13,18.97,0.07,17.88,0.02,16.72,0.01,16.04,0.01,15.38,0.01,14.64,0.03,14.5,0.06,L3.5p  ,33.41,       ,  ,Simbad,162.06154,13.97575
J104829.08+091939.4,23.89,0.58,19.17,0.08,17.57,0.02,16.45,0.02,15.97,0.02,15.93,0.03,15.32,0.04,14.32,0.05,T2.5   ,17.76,T2.5   ,4,Simbad,162.12117,9.32761
J104922.47+012559.0,20.64,0.08,18.23,0.04,17.23,0.02,15.85,0.01,14.93,0.01,14.15,0.01,13.53,0.03,13.19,0.03,L5.5   ,2.48,L6     ,7,Simbad,162.34362,1.43306
J104954.64+010835.3,21.52,0.15,19.4,0.1,18.28,0.04,17.36,0.02,16.77,0.03,16.14,0.03,15.87,0.06,15.55,0.13,L0     ,9.21,       ,  ,Simbad,162.47767,1.14314
J105054.54-004835.4,20.17,0.04,18.09,0.03,17.29,0.01,16.21,0.01,15.5,0.01,14.95,0.01,14.64,0.03,14.54,0.06,L0.5   ,5.99,       ,  ,Simbad,162.72725,-0.80983
J105131.80+025751.0,     ,     ,     ,     ,18.48,0.04,17.46,0.03,17.77,0.1,17.94,0.16,16.97,0.13,15.09,0.09,T6.5:  ,11.34,       ,  ,Simbad,162.8825,2.96417
J105151.22+131116.2,18.79,0.02,16.68,0.02,15.75,0.01,14.71,0.01,14.07,0.01,13.5,0.01,13.19,0.03,12.87,0.03,L1     ,5.93,L0     ,4,Simbad,162.96342,13.18783
J105204.42+061730.3,21.45,0.11,19.29,0.08,18.41,0.04,17.16,0.02,16.22,0.02,15.45,0.01,14.89,0.03,14.56,0.05,L4.5   ,3.95,       ,  ,Simbad,163.01842,6.29175
J105230.54+120047.6,20.98,0.1,19.02,0.09,18.22,0.03,17.19,0.02,16.53,0.02,16.03,0.02,15.59,0.04,15.51,0.11,L0     ,5.66,       ,  ,Simbad,163.12725,12.01322
J105236.74+051528.9,21.33,0.15,19.21,0.08,18.3,0.03,17.33,0.02,16.71,0.02,16.15,0.02,     ,     ,     ,     ,L0:    ,1.87,       ,  ,Simbad,163.15308,5.25803
J105320.24+045222.2,18.64,0.02,16.66,0.02,15.72,0.01,14.78,0.01,14.14,0.01,13.58,0.01,13.28,0.03,12.94,0.03,L0     ,3.91,L0     ,28,Simbad,163.33433,4.87283
J105646.58+000857.6,21.3,0.09,19.14,0.07,18.16,0.03,17.13,0.02,16.41,0.03,15.9,0.03,15.54,0.04,15.36,0.1,L1     ,5.7,       ,  ,Simbad,164.19408,0.14933
J105654.38+082412.4,20.64,0.06,18.57,0.05,17.63,0.02,16.55,0.02,15.87,0.01,15.31,0.01,14.97,0.04,14.7,0.06,L1     ,1.53,       ,  ,Simbad,164.22658,8.40344
J110011.71+091945.7,21.02,0.08,19.27,0.08,18.27,0.04,17.23,0.03,16.67,0.03,16.21,0.03,15.81,0.05,15.55,0.12,L0     ,9.04,       ,  ,Simbad,165.04879,9.32936
J110135.45-005808.3,20.54,0.06,18.64,0.05,17.65,0.02,16.42,0.01,15.59,0.02,14.91,0.01,14.53,0.03,14.22,0.05,L3     ,5.22,       ,  ,Simbad,165.39771,-0.96897
J110207.85+102049.9,21.25,0.1,19.14,0.07,18.19,0.03,17.2,0.02,16.67,0.04,16.1,0.03,15.79,0.05,15.57,0.14,L0     ,5.53,       ,  ,Simbad,165.53271,10.34719
J110217.30+050539.9,21.14,0.09,19.16,0.08,18.18,0.03,17.17,0.02,16.48,0.02,15.91,0.02,15.67,0.05,15.52,0.13,L0.5   ,3.51,       ,  ,Simbad,165.57208,5.09442
J110251.03+104046.5,20.6,0.09,18.57,0.07,17.58,0.02,16.51,0.02,15.88,0.01,15.37,0.01,15.04,0.04,14.85,0.07,L0.5   ,4.39,       ,  ,Simbad,165.71262,10.67958
J110448.08+014842.3,21.05,0.1,19.24,0.1,18.13,0.02,17.1,0.02,16.49,0.03,15.91,0.03,15.56,0.04,15.45,0.11,L0.5   ,5.45,       ,  ,Simbad,166.20033,1.81175
J110504.08+022832.3,21.11,0.12,19.42,0.15,18.01,0.02,17.04,0.02,16.42,0.02,15.86,0.02,     ,     ,     ,     ,L0:    ,12.88,       ,  ,Simbad,166.267,2.47564
J110511.21+101506.1,21.25,0.2,19.54,0.14,18.62,0.05,17.43,0.03,16.73,0.02,16.15,0.02,15.81,0.05,15.63,0.13,L1.5   ,3.24,       ,  ,Simbad,166.29671,10.25169
J110555.00+042145.1,20.53,0.06,18.38,0.04,17.36,0.01,16.37,0.01,15.68,0.01,15.06,0.01,14.78,0.03,14.53,0.06,L1     ,9.39,M9     ,4,Simbad,166.47917,4.36253
J110639.29+002319.2,21.15,0.09,19.14,0.07,18.31,0.03,17.01,0.02,16.21,0.03,15.53,0.02,15.23,0.04,15,0.08,L2.5   ,7.68,       ,  ,Simbad,166.66371,0.38867
J110725.16+012014.2,     ,     ,     ,     ,18.56,0.03,17.34,0.02,16.89,0.04,16.35,0.04,     ,     ,     ,     ,T1.5:: ,3.19,       ,  ,Simbad,166.85483,1.33728
J110802.31+154539.5,21.43,0.12,19.39,0.09,18.57,0.03,17.42,0.02,16.68,0.03,16.12,0.03,15.92,0.06,15.71,0.14,L1     ,5.11,       ,  ,Simbad,167.00962,15.76097
J110827.20+083759.5,22.86,0.79,18.86,0.08,17.72,0.02,16.56,0.01,15.65,0.01,14.99,0.01,14.16,0.03,13.7,0.04,L9     ,3.05,       ,  ,Simbad,167.11333,8.63319
J110829.28+154301.3,22.71,1.13,19.49,0.4,18.03,0.02,16.85,0.01,16.16,0.02,15.52,0.02,     ,     ,     ,     ,T0:    ,3.13,       ,  ,Simbad,167.122,15.71703
J110847.95+153508.5,21.02,0.11,19.42,0.11,18.32,0.03,17.13,0.02,16.34,0.02,15.72,0.02,15.44,0.04,14.96,0.08,L2     ,11.6,       ,  ,Simbad,167.19979,15.58569
J110850.42+004746.9,21.86,0.18,19.63,0.1,18.6,0.03,17.3,0.02,16.6,0.03,16.09,0.03,15.57,0.05,15.29,0.1,L2.5   ,9.8,       ,  ,Simbad,167.21008,0.79636
J110936.98+002658.9,20.56,0.06,18.53,0.04,17.55,0.02,16.44,0.01,15.73,0.02,15.2,0.01,14.98,0.03,14.81,0.07,L1     ,12.34,       ,  ,Simbad,167.40408,0.44969
J111009.71+141013.4,21.1,0.09,19.04,0.07,18.29,0.03,17.23,0.02,16.52,0.02,16.05,0.02,15.79,0.05,15.76,0.16,L0     ,5.55,       ,  ,Simbad,167.54046,14.17039
J111009.86+011610.6,23.52,0.72,19.1,0.1,17.34,0.01,16.16,0.01,16.2,0.02,16.05,0.03,15.44,0.04,13.92,0.04,T4     ,18.05,T5.5   ,9,Simbad,167.54108,1.26961
J111014.57+092709.0,20.9,0.12,18.83,0.09,17.9,0.02,16.99,0.01,16.38,0.02,15.82,0.03,15.44,0.04,15.15,0.09,L0     ,6.24,       ,  ,Simbad,167.56071,9.4525
J111205.49+093646.5,21.53,0.12,19.35,0.09,18.4,0.03,17.03,0.01,16.08,0.02,15.32,0.02,14.75,0.03,14.3,0.05,L5     ,5.48,       ,  ,Simbad,168.02287,9.61292
J111310.91+125421.7,21.16,0.16,19.4,0.16,18.41,0.03,17.44,0.02,16.8,0.02,16.29,0.03,15.95,0.06,15.69,0.14,L0     ,2.88,       ,  ,Simbad,168.29546,12.90603
J111316.95-000246.7,19.07,0.02,17.03,0.02,16.09,0.01,15.01,0.01,14.34,0.01,13.77,0.01,13.47,0.03,13.2,0.03,L1     ,2.23,L0     ,5,Simbad,168.32062,-0.04631
J111320.57+001852.1,20.52,0.05,18.42,0.05,17.54,0.02,16.52,0.01,15.86,0.01,15.3,0.01,15.01,0.04,14.73,0.07,L0.5   ,1.59,L0.5:  ,6,Simbad,168.33571,0.31447
